ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
221294_at	0.389986	1.61e-01	1.52	-5.44627	0.13063424	GPR21	G protein-coupled receptor 21
214017_s_at	0.390225	1.61e-01	1.52	-5.4469	0.17833142	DHX34	DEAH-box helicase 34
219474_at	0.390225	1.61e-01	1.52	-5.44698	0.23764671	C3orf52	chromosome 3 open reading frame 52
207533_at	0.390251	1.61e-01	1.52	-5.44713	0.10779722	CCL1	C-C motif chemokine ligand 1
217030_at	0.390349	1.62e-01	1.52	-5.44762	0.20108601	LOC101929550	uncharacterized LOC101929550
220832_at	0.390349	1.62e-01	1.52	-5.44771	0.14517934	TLR8	toll like receptor 8
213171_s_at	0.390349	1.62e-01	1.52	-5.4478	0.18257332	MMP24	matrix metallopeptidase 24
203177_x_at	0.390349	1.62e-01	-1.52	-5.44781	-0.23872947	TFAM	transcription factor A, mitochondrial
214213_x_at	0.390349	1.62e-01	1.52	-5.44781	0.10276022	LMNA	lamin A/C
217320_at	0.39036	1.62e-01	1.52	-5.44809	0.11424068	LOC100293211	uncharacterized LOC100293211
219578_s_at	0.39036	1.62e-01	-1.52	-5.4481	-0.30718259	CPEB1	cytoplasmic polyadenylation element binding protein 1
216216_at	0.39036	1.62e-01	-1.52	-5.44817	-0.23942814	SLIT3	slit guidance ligand 3
81737_at	0.39036	1.62e-01	-1.52	-5.44821	-0.26572314	LOC100505915	uncharacterized LOC100505915
209497_s_at	0.390388	1.62e-01	1.52	-5.44836	0.11258725	RBM4B	RNA binding motif protein 4B
205152_at	0.390417	1.62e-01	1.52	-5.44852	0.11904055	SLC6A1	solute carrier family 6 member 1
200057_s_at	0.390451	1.62e-01	1.52	-5.44869	0.10295358	NONO	non-POU domain containing, octamer-binding
215015_at	0.390496	1.62e-01	1.52	-5.44888	0.15149139	BICDL1	BICD family like cargo adaptor 1
220672_at	0.390543	1.62e-01	1.52	-5.44908	0.13844591	PPP4R4	protein phosphatase 4 regulatory subunit 4
207266_x_at	0.390545	1.62e-01	-1.52	-5.44917	-0.31595652	RBMS1	RNA binding motif single stranded interacting protein 1
201243_s_at	0.390567	1.62e-01	-1.52	-5.44932	-0.80702452	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
222137_at	0.390625	1.62e-01	1.52	-5.44955	0.26284402	CC2D1A	coiled-coil and C2 domain containing 1A
210226_at	0.390625	1.62e-01	1.52	-5.44963	0.1945358	NR4A1	nuclear receptor subfamily 4 group A member 1
218414_s_at	0.390832	1.62e-01	1.52	-5.45024	0.18852616	NDE1	nudE neurodevelopment protein 1
213776_at	0.390832	1.62e-01	-1.52	-5.45027	-0.12232494	LOC157562	uncharacterized LOC157562
201216_at	0.391031	1.62e-01	-1.52	-5.45087	-0.1513401	ERP29	endoplasmic reticulum protein 29
211185_s_at	0.391031	1.62e-01	-1.52	-5.45089	-0.12523376	SF3B1	splicing factor 3b subunit 1
208102_s_at	0.391077	1.62e-01	1.52	-5.45108	0.14307181	PSD	pleckstrin and Sec7 domain containing
214942_at	0.391535	1.62e-01	1.52	-5.45218	0.10637223	RBM34	RNA binding motif protein 34
219119_at	0.391597	1.62e-01	1.52	-5.45241	0.22118177	LSM8	LSM8 homolog, U6 small nuclear RNA associated
213624_at	0.391642	1.62e-01	-1.52	-5.4526	-0.54855506	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A
207867_at	0.391799	1.63e-01	1.52	-5.45309	0.11949981	PAX4	paired box 4
203149_at	0.391799	1.63e-01	1.52	-5.45313	0.15747987	NECTIN2	nectin cell adhesion molecule 2
202644_s_at	0.391809	1.63e-01	1.52	-5.45324	0.21909664	TNFAIP3	TNF alpha induced protein 3
204745_x_at	0.391931	1.63e-01	1.51	-5.45361	0.25985403	MT1G	metallothionein 1G
216517_at	0.391931	1.63e-01	1.51	-5.4537	0.11315118	IGKC	immunoglobulin kappa constant
215582_x_at	0.391967	1.63e-01	1.51	-5.45387	0.13268975	MCM3AP	minichromosome maintenance complex component 3 associated protein
215153_at	0.392189	1.63e-01	1.51	-5.45445	0.12550691	NOS1AP	nitric oxide synthase 1 adaptor protein
207098_s_at	0.392264	1.63e-01	-1.51	-5.4547	-0.1917125	MFN1	mitofusin 1
208581_x_at	0.392361	1.63e-01	1.51	-5.4551	0.33725506	MT1X	metallothionein 1X
210907_s_at	0.392361	1.63e-01	-1.51	-5.45521	-0.16639656	PDCD10	programmed cell death 10
243_g_at	0.392361	1.63e-01	1.51	-5.45533	0.19398386	MAP4	microtubule associated protein 4
218172_s_at	0.392361	1.63e-01	-1.51	-5.45547	-0.13965424	DERL1	derlin 1
208550_x_at	0.392361	1.63e-01	1.51	-5.45548	0.19450442	KCNG2	potassium voltage-gated channel modifier subfamily G member 2
209975_at	0.392361	1.63e-01	-1.51	-5.45563	-0.25761176	CYP2E1	cytochrome P450 family 2 subfamily E member 1
218775_s_at	0.392361	1.63e-01	1.51	-5.45567	0.3325185	WWC2///CLDN22	WW and C2 domain containing 2///claudin 22
209155_s_at	0.392361	1.63e-01	-1.51	-5.45576	-0.22362755	NT5C2	5'-nucleotidase, cytosolic II
218392_x_at	0.392361	1.63e-01	1.51	-5.45583	0.13893848	SFXN1	sideroflexin 1
219366_at	0.392361	1.63e-01	1.51	-5.45586	0.32852035	AVEN	apoptosis and caspase activation inhibitor
219862_s_at	0.392361	1.63e-01	-1.51	-5.45593	-0.28878338	NARF	nuclear prelamin A recognition factor
210147_at	0.392464	1.63e-01	1.51	-5.45625	0.11675783	ART3	ADP-ribosyltransferase 3
207062_at	0.392588	1.63e-01	1.51	-5.45661	0.13692031	IAPP	islet amyloid polypeptide
221478_at	0.392651	1.63e-01	-1.51	-5.45696	-0.13379022	BNIP3L	BCL2 interacting protein 3 like
221160_s_at	0.392651	1.63e-01	1.51	-5.457	0.19213653	CABP5	calcium binding protein 5
209580_s_at	0.392651	1.63e-01	-1.51	-5.45709	-0.13717291	MBD4	methyl-CpG binding domain 4, DNA glycosylase
214508_x_at	0.392651	1.63e-01	-1.51	-5.45713	-0.21623526	CREM	cAMP responsive element modulator
220865_s_at	0.392651	1.63e-01	1.51	-5.45721	0.15062651	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1
218961_s_at	0.392702	1.63e-01	1.51	-5.45742	0.22028792	PNKP	polynucleotide kinase 3'-phosphatase
202699_s_at	0.392732	1.63e-01	-1.51	-5.45757	-0.21019283	TMEM63A	transmembrane protein 63A
202811_at	0.393126	1.64e-01	-1.51	-5.45853	-0.1542899	STAMBP	STAM binding protein
211368_s_at	0.393192	1.64e-01	-1.51	-5.45876	-0.61708213	CASP1	caspase 1
220850_at	0.393289	1.64e-01	1.51	-5.45914	0.09709758	MORC1	MORC family CW-type zinc finger 1
203354_s_at	0.393289	1.64e-01	-1.51	-5.45916	-0.83403082	PSD3	pleckstrin and Sec7 domain containing 3
208896_at	0.39352	1.64e-01	1.51	-5.45975	0.19621217	DDX18	DEAD-box helicase 18
211544_s_at	0.393789	1.64e-01	1.51	-5.46043	0.15921205	GHRHR	growth hormone releasing hormone receptor
215765_at	0.39409	1.64e-01	1.51	-5.46127	0.13371447	LRRC41	leucine rich repeat containing 41
222133_s_at	0.39409	1.64e-01	-1.51	-5.46127	-0.31726792	PHF20L1	PHD finger protein 20-like 1
206960_at	0.394235	1.64e-01	1.51	-5.46168	0.11453867	LPAR4	lysophosphatidic acid receptor 4
209052_s_at	0.394241	1.64e-01	1.51	-5.46182	0.22646455	WHSC1	Wolf-Hirschhorn syndrome candidate 1
213602_s_at	0.394241	1.64e-01	1.51	-5.46187	0.14990535		
214699_x_at	0.39443	1.64e-01	-1.51	-5.46238	-0.15930197	WIPI2	WD repeat domain, phosphoinositide interacting 2
221197_s_at	0.394771	1.65e-01	1.51	-5.46321	0.13235345	CHAT	choline O-acetyltransferase
220595_at	0.394786	1.65e-01	1.51	-5.46336	0.11017832	PDZRN4	PDZ domain containing ring finger 4
222274_at	0.394786	1.65e-01	1.51	-5.46343	0.10239976	ZDHHC8P1	zinc finger DHHC-type containing 8 pseudogene 1
204641_at	0.395075	1.65e-01	1.51	-5.46414	0.58297786	NEK2	NIMA related kinase 2
219805_at	0.39508	1.65e-01	-1.51	-5.46425	-0.11928082	CXorf56	chromosome X open reading frame 56
222268_x_at	0.395224	1.65e-01	1.51	-5.46465	0.12771806	MUC5B	mucin 5B, oligomeric mucus/gel-forming
205085_at	0.395263	1.65e-01	1.51	-5.46485	0.12262313	ORC1	origin recognition complex subunit 1
212558_at	0.395263	1.65e-01	-1.51	-5.46492	-0.56776318	SPRY1	sprouty RTK signaling antagonist 1
219843_at	0.39546	1.65e-01	-1.51	-5.46546	-0.19792756	IPP	intracisternal A particle-promoted polypeptide
217450_at	0.39546	1.65e-01	1.51	-5.46553	0.10708892	AGFG2	ArfGAP with FG repeats 2
221257_x_at	0.395531	1.65e-01	-1.51	-5.46578	-0.13109707	FBXO38	F-box protein 38
202855_s_at	0.39567	1.65e-01	-1.51	-5.46618	-0.39322733	MIR6787///SLC16A3	microRNA 6787///solute carrier family 16 member 3
203977_at	0.39567	1.65e-01	1.51	-5.46626	0.13979226	TAZ	tafazzin
209721_s_at	0.395755	1.65e-01	-1.51	-5.46654	-0.2433226	IFFO1	intermediate filament family orphan 1
213247_at	0.395768	1.65e-01	-1.50	-5.46673	-0.40076804	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
202225_at	0.395768	1.65e-01	1.50	-5.46675	0.12389551	CRK	CRK proto-oncogene, adaptor protein
207493_x_at	0.395932	1.65e-01	1.50	-5.46733	0.15655353	SSX2B///SSX2	SSX family member 2B///SSX family member 2
209259_s_at	0.395932	1.65e-01	-1.50	-5.46733	-0.1470162	SMC3	structural maintenance of chromosomes 3
221247_s_at	0.395932	1.65e-01	1.50	-5.46746	0.12790722	RCC1L	RCC1 like
44617_at	0.395932	1.65e-01	1.50	-5.46747	0.10355072	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2
212663_at	0.39607	1.65e-01	1.50	-5.46786	0.10977507	FKBP15	FK506 binding protein 15
202079_s_at	0.396113	1.65e-01	1.50	-5.46805	0.24029975	TRAK1	trafficking kinesin protein 1
217664_at	0.396117	1.65e-01	-1.50	-5.46819	-0.24517514		
1598_g_at	0.396117	1.66e-01	1.50	-5.46832	0.20285217	GAS6	growth arrest specific 6
202445_s_at	0.396117	1.66e-01	-1.50	-5.46833	-0.21285775	NOTCH2	notch 2
209599_s_at	0.396163	1.66e-01	-1.50	-5.46859	-0.22608662	PRUNE1	prune exopolyphosphatase
220753_s_at	0.396163	1.66e-01	1.50	-5.46866	0.19502912	CRYL1	crystallin lambda 1
209756_s_at	0.396163	1.66e-01	1.50	-5.4687	0.11075738	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
220171_x_at	0.396212	1.66e-01	-1.50	-5.4689	-0.22109991	GPALPP1	GPALPP motifs containing 1
205596_s_at	0.396389	1.66e-01	1.50	-5.4694	0.36448692	SMURF2	SMAD specific E3 ubiquitin protein ligase 2
206432_at	0.396389	1.66e-01	1.50	-5.46947	0.98323583	HAS2	hyaluronan synthase 2
214490_at	0.396424	1.66e-01	1.50	-5.46963	0.09999393	ARSF	arylsulfatase F
205186_at	0.396428	1.66e-01	1.50	-5.46985	0.32848348	DNALI1	dynein axonemal light intermediate chain 1
208455_at	0.396428	1.66e-01	1.50	-5.46986	0.15853358	NECTIN1	nectin cell adhesion molecule 1
203431_s_at	0.396428	1.66e-01	-1.50	-5.46992	-0.23438078	ARHGAP32	Rho GTPase activating protein 32
200911_s_at	0.396453	1.66e-01	-1.50	-5.47011	-0.18647198	TACC1	transforming acidic coiled-coil containing protein 1
203824_at	0.396453	1.66e-01	-1.50	-5.47025	-0.53988103	TSPAN8	tetraspanin 8
209637_s_at	0.396453	1.66e-01	-1.50	-5.47025	-0.12594035	RGS12	regulator of G-protein signaling 12
208250_s_at	0.396517	1.66e-01	1.50	-5.47048	0.14851355	DMBT1	deleted in malignant brain tumors 1
219594_at	0.396671	1.66e-01	-1.50	-5.47094	-0.27930793	NINJ2	ninjurin 2
201875_s_at	0.396671	1.66e-01	-1.50	-5.47099	-0.37210237	MPZL1	myelin protein zero like 1
206552_s_at	0.396705	1.66e-01	-1.50	-5.47148	-0.33003703	TAC1	tachykinin precursor 1
202581_at	0.396705	1.66e-01	1.50	-5.47149	0.88710397	HSPA1B///HSPA1A	heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A
201064_s_at	0.396705	1.66e-01	1.50	-5.4716	0.17822139	LOC100996696///PABPC4	polyadenylate-binding protein 4 pseudogene///poly(A) binding protein cytoplasmic 4
209635_at	0.396705	1.66e-01	1.50	-5.47161	0.154547	AP1S1	adaptor related protein complex 1 sigma 1 subunit
209002_s_at	0.396705	1.66e-01	1.50	-5.47161	0.14943774	CALCOCO1	calcium binding and coiled-coil domain 1
201693_s_at	0.396705	1.66e-01	-1.50	-5.47162	-0.8806299	EGR1	early growth response 1
208537_at	0.396904	1.66e-01	-1.50	-5.47214	-0.15969606	S1PR2	sphingosine-1-phosphate receptor 2
205267_at	0.396997	1.66e-01	-1.50	-5.47243	-0.10414335	POU2AF1	POU class 2 associating factor 1
212218_s_at	0.397088	1.66e-01	1.50	-5.47272	0.4713034	FASN	fatty acid synthase
208586_s_at	0.397092	1.66e-01	1.50	-5.47281	0.10996974	SSX4B///SSX4	SSX family member 4B///SSX family member 4
220833_at	0.397128	1.66e-01	1.50	-5.47302	0.1258068		
216299_s_at	0.397128	1.66e-01	1.50	-5.4732	0.16892062	XRCC3	X-ray repair cross complementing 3
202256_at	0.397128	1.66e-01	-1.50	-5.47331	-0.1238364	CD2BP2	CD2 cytoplasmic tail binding protein 2
212035_s_at	0.397128	1.66e-01	-1.50	-5.47339	-0.25593153	EXOC7	exocyst complex component 7
221639_x_at	0.397128	1.66e-01	1.50	-5.47343	0.10634426	LOC102723559	uncharacterized LOC102723559
209799_at	0.397128	1.67e-01	-1.50	-5.47344	-0.27696704	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1
203941_at	0.397214	1.67e-01	-1.50	-5.47372	-0.21881726	INTS9	integrator complex subunit 9
204137_at	0.39761	1.67e-01	-1.50	-5.47466	-0.2088173	GPR137B	G protein-coupled receptor 137B
222040_at	0.397663	1.67e-01	1.50	-5.47487	0.35548378	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1
209446_s_at	0.397668	1.67e-01	-1.50	-5.47501	-0.3271675		
204368_at	0.397668	1.67e-01	1.50	-5.47506	0.15430446	SLCO2A1	solute carrier organic anion transporter family member 2A1
35685_at	0.397807	1.67e-01	1.50	-5.47545	0.12809435	RING1	ring finger protein 1
217518_at	0.397962	1.67e-01	-1.50	-5.47589	-0.45468035	MYOF	myoferlin
219566_at	0.397962	1.67e-01	1.50	-5.47597	0.28516048	PLEKHF1	pleckstrin homology and FYVE domain containing 1
213344_s_at	0.397966	1.67e-01	1.50	-5.47614	0.17333301	H2AFX	H2A histone family member X
207354_at	0.397966	1.67e-01	1.50	-5.47616	0.14323839	CCL16	C-C motif chemokine ligand 16
203936_s_at	0.39797	1.67e-01	1.50	-5.47626	0.15976399	MMP9	matrix metallopeptidase 9
210669_at	0.39803	1.67e-01	1.50	-5.47648	0.14010091	TFAP2A	transcription factor AP-2 alpha
205912_at	0.398146	1.67e-01	-1.50	-5.47682	-0.14523579	PNLIP	pancreatic lipase
206837_at	0.398655	1.67e-01	1.50	-5.478	0.12419926	ALX1	ALX homeobox 1
208068_x_at	0.398765	1.67e-01	1.50	-5.4784	0.13988559	GH2///GH1///CSHL1///CSH1	growth hormone 2///growth hormone 1///chorionic somatomammotropin hormone like 1///chorionic somatomammotropin hormone 1
217667_at	0.398765	1.67e-01	-1.50	-5.47842	-0.32291033	SEC14L1P1	SEC14 like 1 pseudogene 1
201970_s_at	0.398893	1.68e-01	-1.50	-5.47878	-0.24570383	NASP	nuclear autoantigenic sperm protein
213707_s_at	0.399007	1.68e-01	1.50	-5.47918	0.16463279	DLX5	distal-less homeobox 5
211184_s_at	0.399007	1.68e-01	1.50	-5.47928	0.15512647	USH1C	USH1 protein network component harmonin
216138_at	0.399007	1.68e-01	1.50	-5.47935	0.16366683		
215139_at	0.399007	1.68e-01	-1.50	-5.47939	-0.34301879	ARHGEF10	Rho guanine nucleotide exchange factor 10
218712_at	0.399285	1.68e-01	1.49	-5.48008	0.1630465	C1orf109	chromosome 1 open reading frame 109
219222_at	0.399503	1.68e-01	-1.49	-5.48063	-0.1904477	RBKS	ribokinase
217186_at	0.399613	1.68e-01	1.49	-5.48096	0.11386497	ZNF259P1	zinc finger protein 259 pseudogene 1
212733_at	0.399636	1.68e-01	-1.49	-5.48113	-0.24990045	RUBCN	RUN and cysteine rich domain containing beclin 1 interacting protein
36030_at	0.399636	1.68e-01	-1.49	-5.48125	-0.22938214	IFFO1	intermediate filament family orphan 1
221905_at	0.399636	1.68e-01	-1.49	-5.48133	-0.19151081	CYLD	CYLD lysine 63 deubiquitinase
200053_at	0.399636	1.68e-01	-1.49	-5.48137	-0.13880064	SPAG7	sperm associated antigen 7
206742_at	0.399722	1.68e-01	-1.49	-5.48166	-0.16301154	PIR-FIGF///FIGF	PIR-FIGF readthrough///c-fos induced growth factor
218656_s_at	0.399722	1.68e-01	-1.49	-5.48174	-0.17822636	LHFP	lipoma HMGIC fusion partner
214289_at	0.399965	1.68e-01	-1.49	-5.48235	-0.11763227	PSMB1	proteasome subunit beta 1
218930_s_at	0.400022	1.68e-01	1.49	-5.48259	0.14942815	TMEM106B	transmembrane protein 106B
48580_at	0.400022	1.68e-01	1.49	-5.48265	0.13763791	CXXC1	CXXC finger protein 1
220791_x_at	0.400126	1.68e-01	1.49	-5.48301	0.09706433	SCN11A	sodium voltage-gated channel alpha subunit 11
213120_at	0.400126	1.68e-01	-1.49	-5.48307	-0.21747984	UHRF1BP1L	UHRF1 binding protein 1 like
205249_at	0.400126	1.68e-01	1.49	-5.48332	1.16871418	EGR2	early growth response 2
208395_s_at	0.400126	1.68e-01	1.49	-5.48335	0.12426318	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)
215634_at	0.400126	1.68e-01	-1.49	-5.48336	-1.10272376		
201256_at	0.400126	1.68e-01	1.49	-5.48359	0.15426524	COX7A2L	cytochrome c oxidase subunit 7A2 like
220479_at	0.400126	1.68e-01	1.49	-5.4836	0.11926493	CPS1-IT1	CPS1 intronic transcript 1
215118_s_at	0.400126	1.68e-01	1.49	-5.4836	0.14395995	IGH	immunoglobulin heavy locus
219994_at	0.400275	1.69e-01	-1.49	-5.48401	-0.55963335	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein
218995_s_at	0.400375	1.69e-01	-1.49	-5.4844	-0.366292	EDN1	endothelin 1
218153_at	0.400375	1.69e-01	-1.49	-5.48441	-0.27304507	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)
215107_s_at	0.400513	1.69e-01	1.49	-5.48486	0.13827009	TTC22	tetratricopeptide repeat domain 22
220261_s_at	0.400513	1.69e-01	-1.49	-5.48488	-0.14543997	ZDHHC4	zinc finger DHHC-type containing 4
202816_s_at	0.400643	1.69e-01	-1.49	-5.48525	-0.18936509	SS18	SS18, nBAF chromatin remodeling complex subunit
210019_at	0.400719	1.69e-01	1.49	-5.48551	0.11180047	CALML3	calmodulin like 3
209597_s_at	0.400719	1.69e-01	-1.49	-5.48559	-0.25613392	PNMA2	paraneoplastic Ma antigen 2
38290_at	0.400721	1.69e-01	1.49	-5.48589	0.11852969	RGS14	regulator of G-protein signaling 14
204771_s_at	0.400721	1.69e-01	-1.49	-5.4859	-0.22247888	TTF1	transcription termination factor 1
221961_at	0.400721	1.69e-01	-1.49	-5.48599	-0.22533447	CLCN7	chloride voltage-gated channel 7
208657_s_at	0.400721	1.69e-01	1.49	-5.48605	0.38285356	SEPT9	septin 9
221828_s_at	0.400721	1.69e-01	1.49	-5.48611	0.21734696	MVB12B	multivesicular body subunit 12B
204799_at	0.400721	1.69e-01	1.49	-5.48614	0.17759331	ZBED4	zinc finger BED-type containing 4
208944_at	0.400764	1.69e-01	-1.49	-5.48632	-0.19334736	TGFBR2	transforming growth factor beta receptor 2
204831_at	0.400988	1.69e-01	-1.49	-5.48695	-0.19741258	CDK8	cyclin dependent kinase 8
217315_s_at	0.400988	1.69e-01	1.49	-5.487	0.17760172	KLK13	kallikrein related peptidase 13
220741_s_at	0.400988	1.69e-01	-1.49	-5.48708	-0.16903965	PPA2	pyrophosphatase (inorganic) 2
215426_at	0.400988	1.69e-01	1.49	-5.48716	0.20021197	ZCCHC14	zinc finger CCHC-type containing 14
213531_s_at	0.401023	1.69e-01	1.49	-5.48733	0.16013539	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
215486_at	0.401427	1.69e-01	1.49	-5.48828	0.11446047	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1
220495_s_at	0.401761	1.70e-01	1.49	-5.48915	0.12450763	TXNDC15	thioredoxin domain containing 15
203986_at	0.401761	1.70e-01	-1.49	-5.48924	-0.16980023	FAM47E-STBD1///FAM47E///STBD1	FAM47E-STBD1 readthrough///family with sequence similarity 47 member E///starch binding domain 1
32259_at	0.401761	1.70e-01	1.49	-5.48926	0.12783746	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
212889_x_at	0.40196	1.70e-01	1.49	-5.48977	0.16328012	GADD45GIP1	GADD45G interacting protein 1
213833_x_at	0.401975	1.70e-01	1.49	-5.48989	0.12992749	NOP16	NOP16 nucleolar protein
206350_at	0.402013	1.70e-01	1.49	-5.4901	0.15852479	APCS	amyloid P component, serum
219949_at	0.402013	1.70e-01	1.49	-5.49016	0.5763659	LRRC2	leucine rich repeat containing 2
216538_at	0.402028	1.70e-01	-1.49	-5.49028	-0.27247474		
209873_s_at	0.402271	1.70e-01	1.49	-5.49094	0.14980894	PKP3	plakophilin 3
210116_at	0.402271	1.70e-01	-1.49	-5.49108	-0.1084275	SH2D1A	SH2 domain containing 1A
209394_at	0.402271	1.70e-01	1.49	-5.49114	0.22456461	ASMTL	acetylserotonin O-methyltransferase-like
218072_at	0.402271	1.70e-01	1.49	-5.49121	0.14267228	COMMD9	COMM domain containing 9
204729_s_at	0.402271	1.70e-01	1.49	-5.49125	0.15261521	STX1A	syntaxin 1A
78330_at	0.402355	1.70e-01	1.49	-5.49151	0.14603598	ZNF335	zinc finger protein 335
209590_at	0.402369	1.70e-01	1.49	-5.4917	0.10763898	BMP7	bone morphogenetic protein 7
219783_at	0.402369	1.70e-01	1.49	-5.49177	0.23394924	SLC35F6	solute carrier family 35 member F6
215044_s_at	0.402369	1.70e-01	1.49	-5.49182	0.15774476	STAM2	signal transducing adaptor molecule 2
215156_at	0.402425	1.70e-01	-1.49	-5.49222	-0.26681343	WDR61	WD repeat domain 61
216329_at	0.402425	1.70e-01	1.49	-5.49227	0.13940973		
202015_x_at	0.402425	1.70e-01	1.49	-5.49227	0.1411563	METAP2	methionyl aminopeptidase 2
213039_at	0.402425	1.70e-01	1.49	-5.49238	0.12884544	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18
213834_at	0.402425	1.70e-01	1.49	-5.49238	0.16451218	IQSEC3	IQ motif and Sec7 domain 3
220886_at	0.402543	1.70e-01	1.48	-5.49279	0.14501845	GABRQ	gamma-aminobutyric acid type A receptor theta subunit
208343_s_at	0.402543	1.70e-01	1.48	-5.49282	0.11116438	NR5A2	nuclear receptor subfamily 5 group A member 2
219930_at	0.402741	1.70e-01	1.48	-5.49336	0.18830158	KLF8	Kruppel like factor 8
210794_s_at	0.402741	1.70e-01	1.48	-5.49347	0.37477671	MEG3	maternally expressed 3 (non-protein coding)
218805_at	0.402741	1.70e-01	1.48	-5.4935	0.13254228	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
214683_s_at	0.402748	1.70e-01	-1.48	-5.49361	-0.32274841	CLK1	CDC like kinase 1
217231_s_at	0.402821	1.71e-01	1.48	-5.49385	0.13585224	MAST1	microtubule associated serine/threonine kinase 1
201954_at	0.402826	1.71e-01	1.48	-5.49396	0.38415783	ARPC1B	actin related protein 2/3 complex subunit 1B
214986_x_at	0.402993	1.71e-01	1.48	-5.4944	0.13891612	PPIL2	peptidylprolyl isomerase like 2
214603_at	0.403048	1.71e-01	1.48	-5.49461	0.13675732	MAGEA2B///MAGEA2	MAGE family member A2B///MAGE family member A2
204224_s_at	0.403048	1.71e-01	-1.48	-5.4947	-0.83828966	GCH1	GTP cyclohydrolase 1
201066_at	0.403116	1.71e-01	1.48	-5.49493	0.1370997	CYC1	cytochrome c1
201709_s_at	0.403156	1.71e-01	1.48	-5.4951	0.19474202	NIPSNAP1	nipsnap homolog 1 (C. elegans)
210453_x_at	0.403177	1.71e-01	-1.48	-5.49524	-0.13173287	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G
219058_x_at	0.403237	1.71e-01	1.48	-5.49545	0.21691859	TINAGL1	tubulointerstitial nephritis antigen like 1
